0910050306
Date,Sensor1 (S1),Sensor2 (S2),Level (AI_1),Level (AI_2),Level (AI_3),FlowMeter Total (DI_B),FlowMeter Total (DI_2)
08/11/2011 09:45:01,   958.20,  228.45,      67,      75,      59,      3000.00,     10100.00
08/11/2011 09:55:01,   962.49,  223.02,      67,      75,      59,      3000.00,     10100.00
08/11/2011 10:05:01,   965.57,  218.22,      67,      75,      59,      3000.00,     10100.00
08/11/2011 10:15:01,   969.13,  213.63,      67,      75,      59,      3000.00,     10100.00
08/11/2011 10:25:01,   973.74,  211.36,      67,      75,      59,      3000.00,     10100.00
08/11/2011 10:35:01,   977.93,  208.72,      67,      75,      59,      3300.00,     10400.00
08/11/2011 10:45:01,   963.28,  214.01,      67,      75,      59,      3800.00,     12000.00
08/11/2011 10:55:01,   955.56,  228.01,      67,      75,      59,      4300.00,     13500.00
08/11/2011 11:05:01,   944.43,  244.98,      67,      75,      59,      4500.00,     15100.00
08/11/2011 11:15:01,   935.39,  259.20,      66,      75,      59,      4500.00,     16600.00
08/11/2011 11:25:01,   934.59,  266.49,      66,      75,      59,      4500.00,     16600.00
08/11/2011 11:35:01,   940.73,  255.52,      66,      75,      59,      4500.00,     16600.00
08/11/2011 11:45:01,   946.31,  245.08,      66,      75,      59,      4500.00,     16600.00
08/11/2011 11:55:01,   950.19,  233.91,      66,      75,      59,      4500.00,     16600.00
08/11/2011 12:05:01,   954.35,  225.19,      66,      75,      59,      4500.00,     16600.00
08/11/2011 12:15:01,   958.80,  218.10,      66,      75,      59,      4500.00,     16600.00
08/11/2011 12:25:01,   963.32,  213.87,      66,      75,      59,      4500.00,     16600.00
08/11/2011 12:35:01,   968.72,  211.27,      66,      75,      59,      4500.00,     16600.00
08/11/2011 12:45:01,   971.91,  209.06,      66,      75,      59,      4500.00,     16600.00
08/11/2011 12:55:01,   977.08,  207.90,      66,      75,      59,      4700.00,     17300.00
08/11/2011 13:05:01,   959.94,  215.62,      66,      75,      59,      5200.00,     18800.00
08/11/2011 13:15:01,   951.43,  230.55,      66,      75,      59,      5600.00,     20300.00
08/11/2011 13:25:01,   942.09,  248.48,      66,      75,      59,      5700.00,     21900.00
08/11/2011 13:35:01,   933.25,  263.13,      66,      75,      59,      5700.00,     22800.00
08/11/2011 13:45:01,   941.05,  260.09,      66,      75,      59,      5700.00,     22800.00
08/11/2011 13:55:01,   944.30,  248.56,      66,      75,      59,      5700.00,     22800.00
08/11/2011 14:05:01,   950.47,  239.29,      66,      75,      59,      5700.00,     22800.00
08/11/2011 14:15:01,   955.34,  231.21,      66,      75,      59,      5700.00,     22800.00
08/11/2011 14:25:01,   959.46,  225.03,      66,      75,      59,      5700.00,     22800.00
08/11/2011 14:35:01,   964.44,  219.89,      66,      75,      59,      5700.00,     22800.00
08/11/2011 14:45:01,   968.77,  215.80,      66,      75,      59,      5700.00,     22800.00
08/11/2011 14:55:01,   973.04,  212.80,      66,      75,      59,      5700.00,     22800.00
08/11/2011 15:05:01,   978.68,  210.98,      66,      75,      59,      6000.00,     23400.00
08/11/2011 15:15:01,   961.19,  216.89,      66,      75,      59,      6400.00,     25000.00
08/11/2011 15:25:01,   952.62,  227.91,      66,      75,      59,      6900.00,     26500.00
08/11/2011 15:35:01,   943.36,  239.56,      66,      75,      59,      7000.00,     28000.00
08/11/2011 15:45:01,   935.69,  248.80,      66,      75,      59,      7000.00,     29200.00
08/11/2011 15:55:01,   940.11,  249.75,      66,      75,      59,      7000.00,     29200.00
08/11/2011 16:05:01,   943.52,  240.78,      66,      75,      59,      7000.00,     29200.00
08/11/2011 16:15:01,   949.56,  232.81,      65,      75,      59,      7000.00,     29200.00
08/11/2011 16:25:01,   954.19,  225.90,      65,      75,      59,      7000.00,     29200.00
08/11/2011 16:35:01,   958.21,  220.46,      66,      75,      59,      7000.00,     29200.00
08/11/2011 16:45:01,   962.73,  216.18,      65,      75,      59,      7000.00,     29200.00
08/11/2011 16:55:01,   967.09,  213.00,      66,      75,      59,      7000.00,     29200.00
08/11/2011 17:05:01,   971.42,  210.91,      66,      75,      59,      7000.00,     29200.00
08/11/2011 17:15:01,   974.57,  208.83,      66,      75,      59,      7000.00,     29900.00
08/11/2011 17:25:01,   960.12,  213.34,      66,      75,      59,      7000.00,     31400.00
08/11/2011 17:35:01,   949.56,  221.83,      65,      75,      59,      7000.00,     32900.00
08/11/2011 17:45:01,   940.04,  229.37,      66,      75,      59,      7000.00,     33500.00
08/11/2011 17:55:01,   948.14,  229.42,      66,      75,      59,      7000.00,     33500.00
08/11/2011 18:05:01,   950.86,  225.16,      66,      75,      59,      7000.00,     33500.00
08/11/2011 18:15:01,   956.13,  220.55,      66,      75,      59,      7000.00,     33500.00
08/11/2011 18:25:01,   960.16,  216.59,      66,      75,      59,      7000.00,     33500.00
08/11/2011 18:35:01,   963.79,  213.02,      66,      75,      59,      7000.00,     33500.00
08/11/2011 18:45:01,   967.30,  211.19,      66,      75,      59,      7000.00,     33500.00
08/11/2011 18:55:01,   970.80,  209.12,      66,      75,      59,      7000.00,     33500.00
08/11/2011 19:05:01,   973.54,  207.26,      66,      75,      59,      7000.00,     33500.00
08/11/2011 19:15:01,   975.09,  205.93,      66,      75,      59,      7100.00,     33500.00
08/11/2011 19:25:01,   971.92,  205.90,      65,      75,      59,      7600.00,     34700.00
08/11/2011 19:35:01,   955.72,  216.01,      65,      75,      59,      8100.00,     36200.00
08/11/2011 19:45:01,   943.45,  226.10,      66,      75,      59,      8300.00,     37700.00
08/11/2011 19:55:01,   933.05,  236.20,      65,      75,      59,      8300.00,     38900.00
08/11/2011 20:05:01,   934.63,  241.14,      65,      75,      59,      8300.00,     38900.00
08/11/2011 20:15:01,   936.06,  237.43,      65,      75,      59,      8300.00,     38900.00
08/11/2011 20:25:01,   939.60,  231.78,      65,      75,      59,      8300.00,     38900.00
08/11/2011 20:35:01,   941.16,  225.56,      65,      75,      59,      8300.00,     38900.00
08/11/2011 20:45:01,   944.13,  220.07,      65,      75,      59,      8300.00,     38900.00
08/11/2011 20:55:01,   946.59,  215.47,      66,      75,      59,      8300.00,     38900.00
08/11/2011 21:05:01,   947.20,  212.46,      66,      75,      59,      8300.00,     38900.00
08/11/2011 21:15:01,   949.34,  209.21,      65,      75,      59,      8300.00,     38900.00
08/11/2011 21:25:01,   950.92,  207.36,      65,      75,      59,      8300.00,     38900.00
08/11/2011 21:35:01,   952.29,  205.57,      65,      75,      59,      8300.00,     38900.00
08/11/2011 21:45:01,   953.27,  204.66,      65,      75,      59,      8300.00,     38900.00
08/11/2011 21:55:01,   954.68,  203.57,      65,      75,      59,      8300.00,     38900.00
08/11/2011 22:05:01,   956.18,  203.04,      65,      75,      59,      8300.00,     38900.00
08/11/2011 22:15:01,   957.61,  202.58,      65,      75,      59,      8300.00,     38900.00
08/11/2011 22:25:01,   959.04,  202.49,      65,      75,      59,      8300.00,     38900.00
08/11/2011 22:35:01,   960.16,  202.22,      65,      75,      59,      8300.00,     38900.00
08/11/2011 22:45:01,   961.63,  201.96,      65,      75,      59,      8300.00,     38900.00
08/11/2011 22:55:01,   962.60,  201.77,      65,      75,      59,      8300.00,     38900.00
08/11/2011 23:05:01,   964.16,  201.02,      65,      75,      59,      8300.00,     38900.00
08/11/2011 23:15:01,   965.40,  200.20,      65,      75,      59,      8300.00,     38900.00
08/11/2011 23:25:01,   966.40,  200.53,      65,      75,      59,      8300.00,     38900.00
08/11/2011 23:35:01,   967.86,  199.97,      65,      75,      59,      8300.00,     38900.00
08/11/2011 23:45:01,   968.97,  199.71,      65,      75,      59,      8300.00,     38900.00
08/11/2011 23:55:02,   970.08,  199.57,      65,      75,      59,      8300.00,     38900.00
08/12/2011 00:05:01,   971.22,  199.23,      65,      75,      59,         0.00,         0.00
08/12/2011 00:15:01,   972.05,  198.76,      65,      75,      59,         0.00,         0.00
08/12/2011 00:25:01,   973.54,  198.28,      65,      75,      59,         0.00,         0.00
08/12/2011 00:35:01,   974.17,  198.06,      65,      75,      59,         0.00,         0.00
08/12/2011 00:45:01,   974.29,  198.00,      65,      75,      59,         0.00,         0.00
08/12/2011 00:55:01,   975.75,  197.60,      65,      75,      59,       300.00,         0.00
08/12/2011 01:05:01,   974.26,  197.78,      65,      75,      59,       800.00,      1200.00
08/12/2011 01:15:01,   950.24,  198.90,      65,      75,      59,      1100.00,      2800.00
08/12/2011 01:25:01,   942.22,  216.05,      65,      75,      59,      1100.00,      4300.00
08/12/2011 01:35:01,   928.08,  232.39,      65,      75,      59,      1100.00,      4600.00
08/12/2011 01:45:01,   935.65,  239.28,      65,      75,      59,      1100.00,      4600.00
08/12/2011 01:55:01,   938.24,  238.10,      65,      75,      59,      1100.00,      4600.00
08/12/2011 02:05:01,   937.99,  235.47,      65,      75,      59,      1100.00,      4600.00
08/12/2011 02:15:01,   940.25,  231.13,      65,      75,      59,      1100.00,      4600.00
08/12/2011 02:25:01,   941.58,  225.58,      65,      75,      59,      1100.00,      4600.00
08/12/2011 02:35:01,   942.56,  220.68,      65,      75,      59,      1100.00,      4600.00
08/12/2011 02:45:01,   943.95,  216.08,      65,      75,      59,      1100.00,      4600.00
08/12/2011 02:55:01,   944.71,  212.62,      65,      75,      59,      1100.00,      4600.00
08/12/2011 03:05:01,   946.13,  210.60,      65,      75,      59,      1100.00,      4600.00
08/12/2011 03:15:01,   946.99,  208.23,      65,      75,      59,      1100.00,      4600.00
08/12/2011 03:25:01,   948.01,  206.38,      65,      75,      59,      1100.00,      4600.00
08/12/2011 03:35:01,   948.89,  205.54,      65,      75,      59,      1100.00,      4600.00
08/12/2011 03:45:01,   949.66,  204.09,      65,      75,      59,      1100.00,      4600.00
08/12/2011 03:55:01,   950.62,  203.27,      65,      75,      59,      1100.00,      4600.00
08/12/2011 04:05:01,   951.19,  202.49,      65,      75,      59,      1100.00,      4600.00
08/12/2011 04:15:01,   952.46,  201.93,      65,      75,      59,      1100.00,      4600.00
08/12/2011 04:25:01,   953.81,  201.53,      65,      75,      59,      1100.00,      4600.00
08/12/2011 04:35:01,   954.52,  201.38,      65,      75,      59,      1100.00,      4600.00
08/12/2011 04:45:01,   955.18,  200.83,      65,      75,      59,      1100.00,      4600.00
08/12/2011 04:55:01,   956.46,  200.62,      65,      75,      59,      1100.00,      4600.00
08/12/2011 05:05:01,   957.92,  200.18,      65,      75,      59,      1100.00,      4600.00
08/12/2011 05:15:01,   960.08,  199.43,      65,      75,      59,      1100.00,      4600.00
08/12/2011 05:25:01,   961.86,  198.81,      65,      75,      59,      1100.00,      4600.00
08/12/2011 05:35:01,   964.84,  198.05,      65,      75,      59,      1100.00,      4600.00
08/12/2011 05:45:01,   967.08,  197.42,      65,      75,      59,      1100.00,      4600.00
08/12/2011 05:55:01,   968.71,  196.72,      65,      75,      59,      1100.00,      4600.00
08/12/2011 06:05:01,   970.49,  196.33,      65,      75,      59,      1100.00,      4600.00
08/12/2011 06:15:01,   971.50,  195.97,      65,      75,      59,      1100.00,      4600.00
08/12/2011 06:25:01,   974.23,  195.91,      65,      75,      59,      1100.00,      4600.00
08/12/2011 06:35:01,   975.81,  195.45,      65,      75,      59,      1400.00,      5200.00
08/12/2011 06:45:01,   955.89,  203.02,      65,      75,      59,      1900.00,      6800.00
08/12/2011 06:55:01,   947.92,  214.59,      65,      75,      59,      2300.00,      8300.00
08/12/2011 07:05:01,   935.72,  225.54,      65,      75,      59,      2300.00,      9600.00
08/12/2011 07:15:01,   937.89,  232.80,      65,      75,      59,      2300.00,      9600.00
08/12/2011 07:25:01,   942.29,  230.99,      65,      75,      59,      2300.00,      9600.00
08/12/2011 07:35:01,   946.38,  225.18,      65,      75,      59,      2300.00,      9600.00
08/12/2011 07:45:01,   949.09,  218.56,      65,      75,      59,      2300.00,      9600.00
08/12/2011 07:55:01,   951.30,  212.81,      65,      75,      59,      2300.00,      9600.00
08/12/2011 08:05:01,   954.06,  208.75,      65,      75,      59,      2500.00,      9600.00
08/12/2011 08:15:01,   957.77,  205.35,      65,      75,      59,      3000.00,      9600.00
08/12/2011 08:25:01,   961.54,  202.39,      65,      75,      59,      3500.00,      9600.00
08/12/2011 08:35:01,   956.78,  201.30,      65,      75,      59,      3700.00,     10800.00
08/12/2011 08:45:01,   944.11,  212.18,      65,      75,      59,      3700.00,     12400.00
08/12/2011 08:55:01,   934.01,  257.37,      65,      75,      59,      3700.00,     13900.00
08/12/2011 09:05:01,   932.93,  372.71,      65,      75,      59,      3700.00,     13900.00
08/12/2011 09:15:01,   941.10,  399.19,      65,      75,      59,      3700.00,     13900.00
08/12/2011 09:25:01,   946.53,  418.75,      65,      74,      59,      3700.00,     13900.00
08/12/2011 09:35:01,   951.88,  436.34,      65,      74,      59,      3700.00,     13900.00
08/12/2011 09:45:01,   956.38,  393.50,      65,      74,      59,      3700.00,     13900.00
08/12/2011 09:55:01,   959.53,  344.49,      65,      74,      59,      3700.00,     13900.00
08/12/2011 10:05:01,   964.58,  316.21,      65,      74,      59,      3700.00,     13900.00
08/12/2011 10:15:01,   968.50,  299.04,      64,      74,      59,      3700.00,     13900.00
08/12/2011 10:25:01,   973.48,  285.92,      65,      74,      59,      3700.00,     13900.00
08/12/2011 10:35:01,   977.55,  275.76,      65,      74,      59,      3900.00,     13900.00
08/12/2011 10:45:01,   973.23,  269.46,      65,      74,      59,      4400.00,     15200.00
08/12/2011 10:55:01,   958.97,  271.26,      65,      74,      59,      4900.00,     16800.00
08/12/2011 11:05:01,   948.29,  272.81,      64,      74,      59,      5300.00,     18300.00
08/12/2011 11:15:01,   939.67,  272.94,      64,      74,      59,      5300.00,     19900.00
08/12/2011 11:25:01,   929.26,  274.43,      64,      74,      59,      5300.00,     20800.00
08/12/2011 11:35:01,   937.71,  269.83,      64,      74,      59,      5300.00,     20800.00
08/12/2011 11:45:01,   941.15,  261.60,      64,      74,      59,      5300.00,     20800.00
08/12/2011 11:55:01,   947.70,  255.53,      64,      74,      59,      5300.00,     20800.00
08/12/2011 12:05:01,   953.58,  249.55,      65,      74,      59,      5300.00,     20800.00
08/12/2011 12:15:01,   958.38,  244.86,      65,      74,      59,      5300.00,     20800.00
08/12/2011 12:25:01,   963.63,  239.67,      65,      74,      59,      5300.00,     20800.00
08/12/2011 12:35:01,   968.70,  234.08,      64,      74,      59,      5300.00,     20800.00
08/12/2011 12:45:01,   974.06,  229.75,      64,      74,      59,      5300.00,     20800.00
08/12/2011 12:55:01,   972.14,  227.98,      64,      74,      59,      5700.00,     22100.00
08/12/2011 13:05:01,   957.91,  237.78,      64,      74,      59,      6200.00,     23600.00
08/12/2011 13:15:01,   948.12,  245.14,      64,      74,      59,      6600.00,     25200.00
08/12/2011 13:25:01,   939.77,  250.83,      64,      74,      59,      6600.00,     26700.00
08/12/2011 13:35:01,   931.46,  255.67,      64,      74,      59,      6600.00,     27300.00
08/12/2011 13:45:01,   942.18,  251.08,      64,      74,      59,      6600.00,     27300.00
08/12/2011 13:55:01,   946.80,  243.66,      64,      74,      59,      6600.00,     27300.00
08/12/2011 14:05:01,   952.79,  236.47,      64,      74,      59,      6600.00,     27300.00
08/12/2011 14:15:01,   958.02,  231.18,      64,      74,      59,      6600.00,     27300.00
08/12/2011 14:25:01,   962.30,  227.40,      64,      74,      59,      6600.00,     27300.00
08/12/2011 14:35:01,   967.18,  225.07,      64,      75,      59,      6600.00,     27300.00
08/12/2011 14:45:01,   972.13,  223.40,      64,      74,      59,      6600.00,     27300.00
08/12/2011 14:55:01,   970.41,  223.45,      64,      74,      59,      6800.00,     28600.00
08/12/2011 15:05:01,   956.38,  233.26,      64,      74,      59,      7300.00,     30100.00
08/12/2011 15:15:01,   947.84,  242.40,      64,      74,      59,      7500.00,     31700.00
08/12/2011 15:25:01,   938.35,  248.47,      64,      74,      59,      7500.00,     33200.00
08/12/2011 15:35:01,   933.08,  252.34,      64,      74,      59,      7500.00,     33500.00
08/12/2011 15:45:01,   942.85,  246.34,      64,      74,      59,      7500.00,     33500.00
08/12/2011 15:55:01,   947.52,  239.28,      64,      74,      59,      7500.00,     33500.00
08/12/2011 16:05:01,   952.75,  232.47,      64,      74,      59,      7500.00,     33500.00
08/12/2011 16:15:01,   957.95,  227.77,      64,      74,      59,      7500.00,     33500.00
08/12/2011 16:25:01,   962.48,  224.41,      64,      74,      59,      7500.00,     33500.00
08/12/2011 16:35:01,   967.45,  221.94,      64,      74,      59,      7500.00,     33500.00
08/12/2011 16:45:01,   971.69,  220.23,      64,      74,      59,      7500.00,     33500.00
08/12/2011 16:55:01,   977.28,  219.73,      64,      74,      59,      7700.00,     33800.00
08/12/2011 17:05:01,   963.42,  224.21,      63,      74,      59,      8200.00,     35400.00
08/12/2011 17:15:01,   954.19,  233.30,      63,      74,      59,      8700.00,     36900.00
08/12/2011 17:25:01,   943.43,  242.01,      64,      74,      59,      8800.00,     38400.00
08/12/2011 17:35:01,   933.87,  248.55,      64,      74,      59,      8800.00,     39900.00
08/12/2011 17:45:01,   932.98,  252.07,      64,      74,      59,      8800.00,     39900.00
08/12/2011 17:55:01,   939.03,  244.68,      64,      74,      59,      8800.00,     39900.00
08/12/2011 18:05:01,   943.42,  237.14,      64,      74,      59,      8800.00,     39900.00
08/12/2011 18:15:01,   947.06,  229.61,      63,      74,      59,      8800.00,     39900.00
08/12/2011 18:25:01,   951.36,  224.22,      63,      74,      59,      8800.00,     39900.00
08/12/2011 18:35:01,   955.36,  220.46,      63,      74,      59,      8800.00,     39900.00
08/12/2011 18:45:01,   959.16,  218.16,      63,      74,      59,      8800.00,     39900.00
08/12/2011 18:55:01,   962.48,  216.19,      63,      74,      59,      8800.00,     39900.00
08/12/2011 19:05:01,   964.72,  215.09,      63,      74,      59,      8800.00,     39900.00
08/12/2011 19:15:01,   967.97,  214.30,      63,      74,      59,      8800.00,     39900.00
08/12/2011 19:25:01,   970.34,  212.98,      63,      74,      59,      8800.00,     39900.00
08/12/2011 19:35:01,   973.01,  212.76,      63,      74,      59,      8800.00,     39900.00
08/12/2011 19:45:01,   976.64,  212.28,      64,      74,      59,      9000.00,     40300.00
08/12/2011 19:55:01,   961.54,  217.48,      63,      74,      59,      9500.00,     41800.00
08/12/2011 20:05:01,   952.01,  228.37,      63,      74,      59,     10000.00,     43300.00
08/12/2011 20:15:01,   938.02,  237.90,      63,      74,      59,     10000.00,     44800.00
08/12/2011 20:25:01,   929.85,  247.66,      63,      74,      59,     10000.00,     45600.00
08/12/2011 20:35:01,   934.59,  247.71,      63,      74,      59,     10000.00,     45600.00
08/12/2011 20:45:01,   936.87,  240.53,      63,      74,      59,     10000.00,     45600.00
08/12/2011 20:55:01,   940.39,  232.15,      63,      74,      59,     10000.00,     45600.00
08/12/2011 21:05:01,   942.12,  224.32,      63,      74,      59,     10000.00,     45600.00
08/12/2011 21:15:01,   944.59,  219.68,      63,      74,      59,     10000.00,     45600.00
08/12/2011 21:25:01,   946.65,  216.50,      63,      74,      59,     10000.00,     45600.00
08/12/2011 21:35:01,   948.17,  214.43,      63,      74,      59,     10000.00,     45600.00
08/12/2011 21:45:01,   950.42,  212.95,      63,      74,      59,     10000.00,     45600.00
08/12/2011 21:55:01,   952.04,  212.27,      63,      75,      59,     10000.00,     45600.00
08/12/2011 22:05:01,   953.43,  211.13,      63,      74,      59,     10000.00,     45600.00
08/12/2011 22:15:01,   955.08,  210.46,      63,      75,      59,     10000.00,     45600.00
08/12/2011 22:25:01,   956.62,  209.48,      63,      74,      59,     10000.00,     45600.00
08/12/2011 22:35:01,   958.57,  208.68,      63,      75,      59,     10000.00,     45600.00
08/12/2011 22:45:01,   960.31,  207.78,      63,      75,      59,     10000.00,     45600.00
08/12/2011 22:55:01,   961.71,  207.47,      63,      75,      59,     10000.00,     45600.00
08/12/2011 23:05:01,   963.26,  206.38,      63,      75,      59,     10000.00,     45600.00
08/12/2011 23:15:01,   964.87,  205.52,      63,      74,      59,     10000.00,     45600.00
08/12/2011 23:25:01,   965.13,  204.86,      63,      75,      59,     10000.00,     45600.00
08/12/2011 23:35:01,   969.19,  204.23,      63,      74,      59,     10000.00,     45600.00
08/12/2011 23:45:01,   971.26,  202.62,      63,      74,      59,     10000.00,     45600.00
08/12/2011 23:55:01,   972.06,  202.30,      63,      74,      59,     10000.00,     45600.00
08/13/2011 00:05:01,   972.70,  201.95,      63,      74,      59,         0.00,         0.00
08/13/2011 00:15:01,   973.78,  201.71,      63,      74,      59,         0.00,         0.00
08/13/2011 00:25:01,   974.58,  201.81,      63,      75,      59,         0.00,         0.00
08/13/2011 00:35:01,   976.01,  201.55,      63,      74,      59,       500.00,       100.00
08/13/2011 00:45:01,   961.45,  204.96,      63,      75,      59,       900.00,      1600.00
08/13/2011 00:55:01,   950.63,  218.40,      63,      74,      59,      1400.00,      3100.00
08/13/2011 01:05:01,   937.28,  229.36,      63,      74,      59,      1400.00,      4700.00
08/13/2011 01:15:01,   928.82,  240.68,      63,      75,      59,      1400.00,      5000.00
08/13/2011 01:25:01,   933.79,  239.59,      63,      75,      59,      1400.00,      5000.00
08/13/2011 01:35:01,   934.51,  235.15,      63,      74,      59,      1400.00,      5000.00
08/13/2011 01:45:01,   936.46,  227.52,      63,      75,      59,      1400.00,      5000.00
08/13/2011 01:55:01,   937.94,  220.27,      63,      75,      59,      1400.00,      5000.00
08/13/2011 02:05:01,   938.46,  215.14,      63,      74,      59,      1400.00,      5000.00
08/13/2011 02:15:01,   939.30,  211.92,      63,      74,      59,      1400.00,      5000.00
08/13/2011 02:25:01,   940.42,  209.73,      63,      74,      59,      1400.00,      5000.00
08/13/2011 02:35:01,   941.65,  207.84,      63,      74,      59,      1400.00,      5000.00
08/13/2011 02:45:01,   942.72,  207.07,      63,      74,      59,      1400.00,      5000.00
08/13/2011 02:55:01,   943.87,  206.13,      63,      75,      59,      1400.00,      5000.00
08/13/2011 03:05:01,   944.42,  205.42,      63,      74,      59,      1400.00,      5000.00
08/13/2011 03:15:01,   945.36,  204.93,      63,      75,      59,      1400.00,      5000.00
08/13/2011 03:25:01,   946.09,  204.55,      63,      74,      59,      1400.00,      5000.00
08/13/2011 03:35:01,   947.46,  203.90,      63,      75,      59,      1400.00,      5000.00
08/13/2011 03:45:01,   947.80,  203.65,      63,      74,      59,      1400.00,      5000.00
08/13/2011 03:55:01,   949.30,  203.87,      63,      74,      59,      1400.00,      5000.00
08/13/2011 04:05:01,   949.57,  203.48,      63,      74,      59,      1400.00,      5000.00
08/13/2011 04:15:01,   950.65,  203.44,      63,      74,      59,      1400.00,      5000.00
08/13/2011 04:25:01,   951.51,  203.47,      63,      74,      59,      1400.00,      5000.00
08/13/2011 04:35:01,   951.94,  203.27,      63,      74,      59,      1400.00,      5000.00
08/13/2011 04:45:01,   952.69,  203.06,      63,      74,      59,      1400.00,      5000.00
08/13/2011 04:55:01,   953.39,  202.91,      63,      74,      59,      1400.00,      5000.00
08/13/2011 05:05:01,   954.30,  202.57,      63,      74,      59,      1400.00,      5000.00
08/13/2011 05:15:01,   955.17,  202.89,      63,      74,      59,      1400.00,      5000.00
08/13/2011 05:25:01,   956.29,  202.44,      63,      75,      59,      1400.00,      5000.00
08/13/2011 05:35:01,   957.17,  202.29,      63,      74,      59,      1400.00,      5000.00
08/13/2011 05:45:01,   957.76,  202.06,      63,      75,      59,      1400.00,      5000.00
08/13/2011 05:55:01,   958.45,  202.14,      63,      74,      59,      1400.00,      5000.00
08/13/2011 06:05:01,   959.69,  201.90,      63,      74,      59,      1400.00,      5000.00
08/13/2011 06:15:01,   960.56,  201.45,      63,      75,      59,      1400.00,      5000.00
08/13/2011 06:25:01,   961.09,  201.56,      63,      75,      59,      1400.00,      5000.00
08/13/2011 06:35:01,   961.78,  201.28,      63,      74,      59,      1400.00,      5000.00
08/13/2011 06:45:01,   962.98,  200.70,      63,      74,      59,      1400.00,      5000.00
08/13/2011 06:55:01,   964.57,  200.89,      63,      74,      59,      1400.00,      5000.00
08/13/2011 07:05:01,   966.69,  200.91,      63,      75,      59,      1400.00,      5000.00
08/13/2011 07:15:01,   968.24,  200.26,      63,      75,      59,      1400.00,      5000.00
08/13/2011 07:25:01,   972.14,  199.30,      63,      75,      59,      1400.00,      5000.00
08/13/2011 07:35:01,   975.04,  195.67,      63,      74,      59,      1700.00,      5000.00
08/13/2011 07:45:01,   977.90,  193.28,      63,      74,      59,      2200.00,      5300.00
08/13/2011 07:55:01,   961.02,  200.58,      63,      74,      59,      2700.00,      6900.00
08/13/2011 08:05:01,   950.91,  212.42,      63,      74,      59,      3100.00,      8400.00
08/13/2011 08:15:01,   938.65,  223.32,      63,      74,      59,      3600.00,     10000.00
08/13/2011 08:25:01,   925.80,  233.05,      63,      75,      59,      4100.00,     10900.00
08/13/2011 08:35:01,   934.99,  234.87,      63,      74,      59,      4600.00,     10900.00
08/13/2011 08:45:01,   935.46,  230.36,      63,      74,      59,      4600.00,     10900.00
08/13/2011 08:55:01,   939.73,  272.35,      63,      74,      59,      4600.00,     10900.00
08/13/2011 09:05:01,   943.28,  356.72,      63,      74,      59,      4600.00,     10900.00
08/13/2011 09:15:01,   946.31,  389.26,      63,      74,      59,      4600.00,     10900.00
08/13/2011 09:25:01,   949.33,  417.72,      63,      74,      59,      4600.00,     10900.00
08/13/2011 09:35:01,   952.35,  389.41,      63,      74,      59,      4600.00,     10900.00
08/13/2011 09:45:01,   954.27,  341.42,      63,      74,      59,      4600.00,     10900.00
08/13/2011 09:55:01,   956.78,  312.90,      63,      74,      59,      4600.00,     10900.00
08/13/2011 10:05:01,   960.03,  295.88,      63,      74,      59,      4600.00,     10900.00
08/13/2011 10:15:01,   962.94,  283.36,      63,      74,      59,      4600.00,     10900.00
08/13/2011 10:25:01,   964.85,  273.34,      63,      74,      59,      4600.00,     10900.00
08/13/2011 10:35:01,   967.88,  264.65,      63,      74,      59,      4600.00,     10900.00
08/13/2011 10:45:01,   970.56,  256.95,      63,      74,      59,      4600.00,     11300.00
08/13/2011 10:55:01,   957.84,  255.20,      63,      74,      59,      4600.00,     12800.00
08/13/2011 11:05:01,   943.40,  259.87,      62,      74,      59,      4600.00,     14400.00
08/13/2011 11:15:01,   930.44,  263.30,      62,      74,      59,      4600.00,     15300.00
08/13/2011 11:25:01,   935.01,  263.35,      62,      74,      59,      4600.00,     15300.00
08/13/2011 11:35:01,   935.97,  258.18,      62,      74,      59,      4600.00,     15300.00
08/13/2011 11:45:01,   939.03,  251.80,      62,      74,      59,      4600.00,     15300.00
08/13/2011 11:55:01,   941.86,  246.04,      62,      74,      59,      4600.00,     15300.00
08/13/2011 12:05:01,   943.06,  240.88,      62,      74,      59,      4600.00,     15300.00
08/13/2011 12:15:01,   945.03,  236.87,      62,      74,      59,      4600.00,     15300.00
08/13/2011 12:25:01,   947.36,  232.61,      62,      74,      59,      4600.00,     15300.00
08/13/2011 12:35:01,   949.23,  229.53,      62,      74,      59,      4600.00,     15300.00
08/13/2011 12:45:01,   951.12,  226.44,      62,      74,      59,      4600.00,     15300.00
08/13/2011 12:55:01,   952.96,  224.62,      62,      74,      59,      4600.00,     15300.00
08/13/2011 13:05:01,   955.16,  222.01,      62,      74,      59,      4600.00,     15300.00
08/13/2011 13:15:01,   957.25,  220.21,      62,      74,      59,      4600.00,     15300.00
08/13/2011 13:25:01,   959.20,  218.69,      62,      74,      59,      4600.00,     15300.00
08/13/2011 13:35:01,   961.76,  217.27,      62,      74,      59,      4600.00,     15300.00
08/13/2011 13:45:01,   964.26,  216.52,      62,      74,      59,      4600.00,     15300.00
08/13/2011 13:55:01,   966.10,  215.34,      62,      74,      59,      4600.00,     15300.00
08/13/2011 14:05:01,   967.35,  215.56,      62,      74,      59,      4600.00,     15600.00
08/13/2011 14:15:01,   954.78,  220.31,      63,      74,      59,      4600.00,     17200.00
