Date,Sensor1 (S1),Sensor2 (S2),Sensor3 (S3),Sensor Temperature1 (S1),Sensor Temperature2 (S2),Sensor Temperature3 (S3),Generic(AI_5),Level(AI_1),Level(AI_2),Level(AI_3),Level(AI_4),Level(AI_6),Level(AI_7),Level(AI_8),Paddlewheel FlowMeter Rate(DI_A),Paddlewheel FlowMeter Rate(DI_B),Paddlewheel FlowMeter Total(DI_A),Paddlewheel FlowMeter Total(DI_B)
11/6/2011 7:53,2129.43,8.6,319.09,74,70,77,15.94,299,82,282,275,90,83,244,436.61,0,147764752,36558548
11/6/2011 8:13,2148.81,8.56,313.06,74,70,77,15.9,299,83,282,275,90,83,244,0,0,147769408,36558548
11/6/2011 8:33,2180.31,8.51,311.2,74,69,77,15.94,299,83,281,274,90,83,244,0,0,147769408,36558548
11/6/2011 8:53,2209.92,8.54,302.01,74,70,77,16.21,299,82,281,274,90,83,244,0,80.64,147769408,36559624
11/6/2011 9:13,2231.56,8.59,291.28,73,69,77,16.65,299,82,282,275,90,83,244,0,75.83,147769408,36562344
11/6/2011 9:33,2227.74,8.54,288.15,73,68,77,16.74,300,83,281,275,89,82,244,411.95,115.56,147774016,36565036
11/6/2011 9:53,2203.98,8.48,287.3,73,69,77,16.47,299,82,281,275,89,83,245,410.02,127.94,147784624,36567688
11/6/2011 10:13,2170.37,8.54,278.2,73,69,77,16.16,299,82,281,274,89,82,244,396.53,0,147794912,36568272
11/6/2011 10:33,2148.83,8.57,271.37,74,70,77,15.5,299,82,281,274,89,82,244,397.88,0,147805104,36568272
11/6/2011 10:53,2112.72,8.58,265.26,74,69,77,15.63,299,82,281,275,89,82,244,391.52,0,147815344,36568272
11/6/2011 11:13,2152.89,8.56,263.07,74,69,77,15.58,300,82,281,278,89,82,244,0,0,147816256,36568272
11/6/2011 11:33,2191.15,8.5,263.58,74,69,77,15.9,299,82,281,280,89,83,244,0,0,147816256,36568272
11/6/2011 11:53,2217.8,8.56,234.78,74,69,77,16.43,300,82,281,278,89,82,244,0,102.87,147816256,36569372
11/6/2011 12:13,2242.88,8.59,218.29,74,69,77,16.7,299,82,281,279,89,82,244,430.83,105.29,147816528,36572016
11/6/2011 12:33,2191.42,8.59,209.33,73,68,77,16.79,299,82,281,278,89,82,244,384.97,43.33,147826688,36573640
11/6/2011 12:53,2168.11,8.58,205.64,73,68,77,16.21,299,82,282,276,89,81,244,415.61,82.16,147836848,36574144
11/6/2011 13:13,2142.36,8.55,594.98,72,67,77,15.94,297,82,280,275,89,81,243,415.41,0,147846928,36574884
11/6/2011 13:33,2145.46,8.55,623.25,73,69,77,15.9,296,82,280,274,89,81,243,0,0,147855072,36574884
11/6/2011 13:53,2166.74,8.57,426.34,74,69,77,16.21,296,82,280,273,89,81,243,0,0,147855072,36574884
11/6/2011 14:13,2195.62,8.58,369.34,74,69,77,16.43,295,82,280,279,89,81,243,0,0,147855072,36574884
11/6/2011 14:33,2222.69,8.59,344.16,74,69,77,17.01,296,82,280,279,89,81,243,0,58.89,147855072,36574956
11/6/2011 14:53,2216.79,8.58,330.32,73,69,77,17.01,295,82,279,275,88,80,243,428.52,37.83,147858832,36575672
11/6/2011 15:13,2181.73,8.58,318.03,73,68,77,16.74,296,82,280,278,88,81,243,413.68,0,147869232,36576528
11/6/2011 15:33,2157,8.57,308.16,73,68,77,16.52,296,82,279,275,89,81,242,413.68,0,147879376,36576528
11/6/2011 15:53,2136.93,8.56,299.53,73,69,77,16.21,296,82,279,276,88,81,242,0,0,147888656,36576528
11/6/2011 16:13,2169.28,8.58,287.03,73,68,77,16.52,296,82,279,274,88,80,243,0,0,147888656,36576528
11/6/2011 16:33,2195.01,8.59,278.82,73,69,77,16.83,295,82,279,276,88,80,243,0,0,147888656,36576528
11/6/2011 16:53,2233.08,8.55,273.9,73,69,77,16.96,295,82,279,275,88,81,243,0,125.17,147888656,36578924
11/6/2011 17:13,2239.94,8.5,270.64,73,68,77,16.92,295,82,279,275,88,81,243,423.12,134.65,147891376,36581640
11/6/2011 17:33,2201.02,8.54,260.06,73,68,77,16.47,295,82,280,274,88,81,243,422.93,124.31,147901984,36584292
11/6/2011 17:53,2168.48,8.58,251.18,73,68,77,16.16,296,82,279,274,88,81,243,421,0,147912240,36584684
11/6/2011 18:13,2135.32,8.59,244.44,74,69,77,15.94,295,82,279,275,88,81,243,385.16,0,147922416,36584684
11/6/2011 18:33,2139.79,8.57,241.73,74,69,77,15.67,295,82,279,275,88,80,243,0,0,147929888,36584684
11/6/2011 18:53,2177.8,8.53,241.05,74,69,77,15.58,296,82,279,275,88,80,243,0,0,147929888,36584684
11/6/2011 19:13,2206.65,8.53,236.8,74,69,77,15.94,296,82,279,273,88,80,242,0,129.77,147929888,36585168
11/6/2011 19:33,2231.68,8.56,230.79,74,69,77,15.9,295,82,279,277,88,80,242,0,108.51,147929888,36587872
11/6/2011 19:53,2206.97,8.59,225.4,73,68,77,14.78,295,82,279,275,88,80,243,423.12,129.77,147937296,36590536
11/6/2011 20:13,2166.24,8.59,221.24,73,67,77,14.61,295,82,279,271,88,80,242,424.86,99.48,147947520,36592932
11/6/2011 20:33,2133.5,8.6,218.15,73,68,77,13.94,294,82,279,271,88,80,243,410.21,0,147957648,36595128
11/6/2011 20:53,2147.97,8.57,706.53,73,68,77,13.67,291,82,278,270,88,80,241,0,0,147965664,36595128
11/6/2011 21:13,2167.9,8.6,477.34,73,69,77,13.98,292,82,278,270,87,80,241,0,0,147965664,36595128
11/6/2011 21:33,2202.44,8.54,396.53,73,68,77,14.3,292,82,278,267,88,80,241,0,0,147965664,36595128
11/6/2011 21:53,2239.49,8.49,375.25,72,67,77,14.56,292,82,278,267,88,80,241,0,98.93,147965664,36595492
11/6/2011 22:13,2203.8,8.54,354.4,72,67,77,14.52,292,82,277,267,87,80,241,404.82,111.2,147974592,36598152
11/6/2011 22:33,2156.47,8.58,338.05,72,67,77,14.52,293,82,278,266,88,80,241,410.02,0,147984768,36598508
11/6/2011 22:53,2130.76,8.58,328.45,73,68,77,14.21,292,82,278,273,88,80,241,424.86,0,147994880,36598508
11/6/2011 23:13,2144.44,8.54,325.22,74,69,77,14.3,292,81,278,271,88,80,241,0,0,148003408,36598508
11/6/2011 23:33,2173.62,8.51,320.83,74,69,77,14.56,292,82,277,270,88,80,242,0,0,148003408,36598508
11/6/2011 23:53,2200.13,8.52,314.7,73,68,77,14.61,292,82,277,271,87,79,241,0,95.75,148003408,36598516
11/7/2011 0:13,2222.17,8.58,303.2,73,68,77,14.96,292,81,277,270,87,79,241,0,110.51,148003408,36601232
11/7/2011 0:33,2187.42,8.57,298.82,73,68,77,15.58,292,81,278,275,87,79,241,410.02,0,148013488,36602860
11/7/2011 0:53,2168.44,8.52,298.12,73,68,77,14.92,292,81,277,273,87,79,241,394.8,0,148023648,36602860
11/7/2011 1:13,2141.26,8.53,293.62,73,68,77,14.61,292,81,277,276,87,79,241,349.52,0,148033808,36602860
11/7/2011 1:33,2139.39,8.58,285.05,74,69,77,14.61,292,81,277,275,87,79,241,0,0,148040480,36602860
11/7/2011 1:53,2172.24,8.56,282.39,73,68,77,14.56,292,81,277,274,87,78,241,0,0,148040480,36602860
11/7/2011 2:13,2208.99,8.49,283.78,73,68,77,14.7,292,81,277,274,87,79,241,0,118.6,148040480,36603648
11/7/2011 2:33,2208.49,8.53,276.82,73,68,77,14.74,292,81,277,275,87,79,241,410.4,131.67,148042240,36606336
11/7/2011 2:53,2185.63,8.55,271.03,73,68,77,14.47,292,82,277,275,87,79,241,413.68,0,148052752,36608172
11/7/2011 3:13,2155.64,8.56,266.53,73,68,77,14.21,292,81,277,274,87,78,241,367.24,0,148062896,36608172
11/7/2011 3:33,2131.54,8.57,262.02,73,69,77,14.03,292,81,277,270,87,79,241,411.95,0,148073024,36608172
11/7/2011 3:53,2139,8.59,258.37,74,69,77,13.67,292,81,277,275,87,79,241,0,0,148077888,36608172
11/7/2011 4:13,2170.85,8.57,256.74,74,69,77,13.98,292,81,277,274,87,78,241,0,112.59,148077888,36609820
11/7/2011 4:33,2202.03,8.51,259.16,73,68,77,13.94,292,81,277,275,87,79,241,0,117.01,148077888,36612264
11/7/2011 4:53,2214.16,8.5,702.92,72,68,77,14.12,290,81,276,275,87,79,241,394.8,0,148079344,36614444
11/7/2011 5:13,2182.52,8.54,480.65,73,68,77,14.16,289,81,275,275,87,78,240,403.08,0,148089392,36614444
11/7/2011 5:33,2147.69,8.56,387.47,73,68,77,14.21,289,82,276,278,87,79,240,401.35,0,148099488,36614444
11/7/2011 5:53,2121.06,8.58,358.21,74,70,77,13.94,289,81,276,275,87,78,240,0,0,148108768,36614444
11/7/2011 6:13,2161.26,8.6,339.42,77,72,77,14.43,289,81,277,280,87,79,240,0,0,148108768,36614444
11/7/2011 6:33,2193.06,8.55,333.38,77,72,77,14.92,289,81,276,280,87,78,240,0,0,148108768,36614444
11/7/2011 6:53,2225.7,8.52,330.61,76,72,77,14.83,289,81,276,278,87,78,241,0,98.89,148108768,36616704
11/7/2011 7:13,2250.48,8.54,322.22,75,71,77,15.14,289,81,276,274,87,78,241,0,134.54,148108768,36619424
11/7/2011 7:33,2212.85,8.57,309.2,75,71,77,14.83,289,81,276,279,87,79,241,410.02,94.71,148118080,36622112
11/7/2011 7:53,2179.82,8.58,285.81,76,72,77,14.92,289,82,276,275,86,78,241,408.29,0,148128512,36623644
11/7/2011 8:13,2139.03,8.6,274.52,76,72,77,14.21,289,82,276,279,86,77,241,404.82,0,148138704,36623644
11/7/2011 8:33,2150.49,8.53,272.22,77,73,77,13.89,290,82,276,275,86,78,241,0,0,148146992,36623644
11/7/2011 8:53,2176.16,8.5,267.96,77,73,77,13.85,289,82,276,275,86,78,241,0,0,148146992,36623644
11/7/2011 9:13,2197.1,8.56,256.03,76,73,77,14.25,289,82,276,277,86,78,240,0,0,148146992,36623644
11/7/2011 9:33,2219.84,8.58,247.37,76,72,77,15.85,289,81,275,278,86,77,240,0,88.21,148146992,36625776
11/7/2011 9:53,2220.81,8.57,243.73,76,72,77,15.94,289,81,276,279,86,77,241,419.27,84.06,148149888,36628372
11/7/2011 10:13,2202.53,8.52,243.04,76,71,77,15.63,289,81,276,276,86,78,240,352.22,33.71,148160512,36630272
11/7/2011 10:33,2183.83,8.52,238.16,76,72,77,15.41,289,81,276,275,86,77,240,391.52,0,148171008,36631616
11/7/2011 10:53,2140.82,8.58,230.81,76,73,77,14.96,289,81,275,271,86,78,240,399.61,0,148181248,36631616
11/7/2011 11:13,2149.74,8.58,226.88,77,73,77,14.83,289,81,275,274,86,77,240,0,0,148188784,36631616
11/7/2011 11:33,2181.16,8.56,224.33,76,72,77,14.96,289,81,275,271,86,77,239,0,0,148188784,36631616
11/7/2011 11:53,2214.65,8.53,220.71,76,71,77,15.27,288,81,275,276,86,76,239,0,114.04,148188784,36632780
11/7/2011 12:13,2227.17,8.52,217.38,75,71,77,15.27,288,81,275,275,85,77,240,364.55,87.76,148191376,36635408
11/7/2011 12:33,2202.19,8.51,216.2,75,71,77,14.96,288,81,275,266,85,76,239,408.29,132.57,148201600,36637964
11/7/2011 12:53,2174.94,8.57,208.83,76,71,77,14.74,289,81,275,269,85,76,239,413.68,138.73,148211792,36640512
11/7/2011 13:13,2147.37,8.59,206.12,76,72,77,14.3,288,81,275,269,85,76,240,356.07,0,148221968,36642860
11/7/2011 13:33,2148.85,8.51,693.14,76,72,77,14.38,286,81,274,272,86,76,239,410.02,0,148232032,36642860
11/7/2011 13:53,2146.44,8.58,460.11,77,73,77,14.83,286,81,274,272,86,76,239,0,0,148237088,36642860
11/7/2011 14:13,2174.31,8.58,376.05,76,72,77,15.05,286,81,274,271,85,76,239,0,0,148237088,36642860
11/7/2011 14:33,2210.03,8.55,357.99,76,72,77,15.32,286,81,274,270,85,76,239,0,142.12,148237088,36643068
11/7/2011 14:53,2219.68,8.52,347.07,75,71,77,15.58,286,81,274,270,85,76,239,415.61,111.2,148239232,36645776
11/7/2011 15:13,2189.13,8.54,334.62,75,71,77,15.72,286,81,274,272,85,76,239,408.29,114.73,148249888,36648440
11/7/2011 15:33,2161.73,8.59,321.09,76,71,77,15.36,286,81,274,270,85,75,239,406.55,0,148260096,36648468
11/7/2011 15:53,2144.35,8.57,315.03,76,72,77,14.96,286,81,274,267,85,75,239,404.82,0,148270288,36648468
11/7/2011 16:13,2170.06,8.54,310.52,76,72,77,15.01,286,81,274,269,86,75,238,0,0,148273456,36648468
11/7/2011 16:33,2205.21,8.52,305.42,76,72,77,15.18,285,81,274,266,85,75,239,0,125.21,148273456,36649128
11/7/2011 16:53,2242.42,8.51,301.13,75,71,77,15.63,286,81,274,265,85,75,239,0,122.65,148273456,36651832
11/7/2011 17:13,2205.52,8.54,292.74,75,71,77,15.41,286,81,274,267,85,75,239,394.8,128.84,148282384,36654508
11/7/2011 17:33,2181.21,8.59,282.98,76,71,77,14.96,286,81,274,266,85,75,239,398.07,0,148292800,36655736
11/7/2011 17:53,2154.85,8.55,279.85,76,71,77,14.7,286,81,274,267,85,75,239,401.54,0,148302960,36655736
11/7/2011 18:13,2136.64,8.51,279.1,76,72,77,14.61,286,81,274,267,85,75,239,404.82,0,148313184,36655736
11/7/2011 18:33,2170.24,8.54,272.66,76,72,77,14.7,286,81,274,268,85,75,239,0,0,148313984,36655736
11/7/2011 18:53,2197.85,8.59,265.43,76,72,77,14.83,286,81,274,267,85,75,239,0,0,148313984,36655736
11/7/2011 19:13,2233.18,8.55,264.03,76,72,77,14.96,286,81,274,268,85,75,239,0,119.33,148313984,36658252
11/7/2011 19:33,2237.64,8.48,265.4,75,71,77,15.05,286,81,274,269,85,75,239,405.01,129.74,148318000,36660952
11/7/2011 19:53,2204.15,8.54,256.44,75,71,77,14.83,286,81,274,267,84,75,239,406.55,97.82,148328672,36663616
11/7/2011 20:13,2168.77,8.57,251.28,76,72,77,14.34,286,81,274,269,84,75,239,413.68,114.8,148338944,36666032
11/7/2011 20:33,2141.98,8.6,246.02,76,72,77,14.03,285,81,274,267,84,75,239,405.01,0,148349136,36668248
11/7/2011 20:53,2133.66,8.58,697.4,76,72,77,14.34,283,81,272,267,84,75,238,0,0,148358144,36668248
11/7/2011 21:13,2170.95,8.54,468.59,76,72,77,14.47,283,81,272,263,84,75,238,0,0,148358144,36668248
11/7/2011 21:33,2206.44,8.49,394.82,76,72,77,14.78,282,80,272,265,84,74,237,0,0,148358144,36668248
11/7/2011 21:53,2235.21,8.52,366.26,76,72,77,15.18,283,81,272,263,84,74,237,0,136.65,148358144,36668612
11/7/2011 22:13,2221.03,8.55,347.67,75,71,77,15.27,283,81,272,262,84,74,238,408.29,119.36,148363648,36671308
11/7/2011 22:33,2191.6,8.59,333.16,75,71,77,15.1,282,81,272,264,84,74,237,377.46,0,148374176,36673580
11/7/2011 22:53,2170.56,8.55,327.51,76,72,77,15.1,283,81,273,267,84,74,238,411.95,0,148384400,36673580
11/7/2011 23:13,2139.61,8.51,325.82,76,72,77,14.83,283,81,272,265,84,74,238,406.55,0,148394608,36673580
11/7/2011 23:33,2150.36,8.56,316.81,77,73,77,14.87,284,81,272,266,84,74,238,0,0,148399904,36673580
11/7/2011 23:53,2175.3,8.59,307.99,76,72,77,14.96,283,81,273,266,84,74,238,0,0,148399904,36673580
11/8/2011 0:13,2208.48,8.54,306.91,75,71,77,15.14,283,81,272,270,84,74,237,0,83.64,148399904,36674164
11/8/2011 0:33,2245.48,8.51,305.97,76,72,77,15.05,283,81,273,272,84,74,238,0,91.36,148399904,36676880
11/8/2011 0:53,2211.19,8.55,299.8,76,72,77,15.01,283,81,272,271,84,73,237,356.07,102.32,148409520,36679556
11/8/2011 1:13,2180.22,8.6,291.92,75,72,77,14.87,283,81,273,267,84,74,238,401.54,0,148420032,36681228
11/8/2011 1:33,2159.19,8.54,291.92,76,72,77,14.3,283,81,273,270,84,73,238,399.61,0,148430288,36681228
11/8/2011 1:53,2134.16,8.5,292.14,76,72,77,13.85,283,81,273,270,83,74,238,394.8,0,148440544,36681228
11/8/2011 2:13,2145.78,8.57,284.07,76,73,77,13.89,283,81,273,275,84,74,237,0,0,148444976,36681228
11/8/2011 2:33,2171.71,8.59,278.89,76,72,77,14.3,284,81,273,272,84,74,237,0,0,148444976,36681228
11/8/2011 2:53,2207.28,8.54,279.92,76,72,77,14.16,284,81,273,272,84,73,237,0,110.51,148444976,36681532
11/8/2011 3:13,2236.9,8.51,280.13,75,71,77,14.56,283,81,273,276,84,73,238,0,105.29,148444976,36684252
11/8/2011 3:33,2223,8.55,274.17,76,72,77,14.47,283,81,273,272,84,74,238,370.13,55.77,148451120,36686156
11/8/2011 3:53,2186.36,8.6,268.11,76,72,77,14.21,284,81,273,271,83,74,238,404.82,0,148461760,36687736
11/8/2011 4:13,2159.31,8.54,269.43,76,72,77,13.76,284,81,273,270,84,73,238,410.02,106.57,148472000,36689332
11/8/2011 4:33,2134.92,8.5,271.43,76,72,77,13.72,283,81,273,270,84,73,238,397.88,0,148482192,36690964
11/8/2011 4:53,2169.69,8.52,700.37,76,73,77,13.85,279,81,271,270,83,73,237,0,0,148483152,36690964
11/8/2011 5:13,2185.28,8.6,459.92,76,72,77,14.56,279,81,272,270,83,73,237,0,0,148483152,36690964
11/8/2011 5:33,2214.47,8.55,382.23,76,72,77,14.92,279,81,271,269,83,73,237,0,0,148483152,36690964
11/8/2011 5:53,2244.66,8.51,362.51,75,72,77,15.14,280,81,271,269,83,73,237,0,123.44,148483152,36691328
11/8/2011 6:13,2229.34,8.55,341.57,75,71,77,15.1,280,81,271,273,83,73,237,411.95,147.93,148487424,36694032
11/8/2011 6:33,2197.51,8.59,324.69,76,72,77,15.14,281,81,271,275,79,73,238,411.95,0,148498096,36696660
11/8/2011 6:53,2170.69,8.55,318.11,76,72,77,14.87,279,81,272,276,83,73,237,404.82,0,148508400,36697072
11/8/2011 7:13,2175.2,8.53,311.94,76,72,77,14.78,280,81,272,276,83,73,237,0,0,148514656,36697072
11/8/2011 7:33,2195.81,8.6,297.48,76,73,77,15.14,279,81,272,278,83,73,237,0,0,148514656,36697072
11/8/2011 7:53,2227.06,8.54,294.08,76,72,77,15.36,279,81,272,278,83,73,237,0,140.98,148514656,36699272
11/8/2011 8:13,2229.55,8.48,291.16,75,71,77,15.41,279,81,271,279,83,73,237,393.06,126.14,148518464,36701980
11/8/2011 8:33,2191.98,8.55,279.33,75,71,77,15.1,280,81,271,278,83,73,238,396.34,137.72,148529200,36704668
11/8/2011 8:53,2158.95,8.59,269.78,75,72,77,14.92,280,81,271,277,83,73,237,401.54,0,148539488,36704956
11/8/2011 9:13,2159.71,8.56,266.34,76,72,77,14.83,279,81,271,279,83,73,237,0,0,148548032,36704956
11/8/2011 9:33,2186.16,8.52,264.96,76,73,77,15.18,280,81,271,279,83,73,237,0,0,148548032,36704956
11/8/2011 9:53,2211.33,8.54,258.1,76,72,77,15.1,281,81,271,278,83,73,237,0,0,148548032,36704956
11/8/2011 10:13,2230.39,8.6,249.56,75,72,77,15.36,280,81,271,278,83,73,237,0,0,148548032,36704956
11/8/2011 10:33,2243.19,8.52,251.95,76,72,77,16.16,280,81,271,279,83,73,237,406.74,129.74,148549536,36707480
11/8/2011 10:53,2217.01,8.53,246.72,75,71,77,16.92,280,81,271,278,82,73,237,399.61,0,148560160,36710040
11/8/2011 11:13,2181.66,8.57,238.16,76,72,77,18.07,280,81,271,278,82,72,237,380.54,0,148570384,36710040
11/8/2011 11:33,2150.8,8.6,233.18,76,72,77,18.34,280,81,271,279,82,73,237,358.96,0,148580656,36710040
11/8/2011 11:53,2195.23,8.54,234.26,77,73,77,18.3,280,81,272,279,82,72,237,0,0,148581296,36710040
11/8/2011 12:13,2231.48,8.47,639.32,76,72,77,18.39,278,81,270,280,82,72,235,0,0,148581296,36710040
11/8/2011 12:33,2251.63,8.55,586.64,75,71,77,18.92,277,81,269,279,82,72,236,0,0,148581296,36710244
11/8/2011 12:53,2274.26,8.61,414.94,75,71,77,19.14,277,81,269,275,82,72,236,0,0,148581296,36710244
11/8/2011 13:13,2283.57,8.51,379.52,76,72,77,20.03,278,81,269,278,83,73,236,385.16,0,148584784,36710244
11/8/2011 13:33,2255.02,8.53,359.87,76,72,77,19.99,277,81,269,275,82,72,236,377.46,123.44,148595248,36711940
11/8/2011 13:53,2219.9,8.57,340.21,76,72,77,20.25,277,81,269,276,82,71,236,343.35,123.55,148605888,36714600
11/8/2011 14:13,2193.92,8.6,327.01,76,73,77,20.25,276,81,269,274,82,72,235,365.9,0,148616560,36717028
11/8/2011 14:33,2178.04,8.52,325.81,76,72,77,20.52,277,81,269,273,82,72,235,320.04,0,148626784,36717028
11/8/2011 14:53,2209.98,8.54,318.4,76,73,77,20.48,277,81,269,270,82,72,235,0,102.28,148627648,36718412
11/8/2011 15:13,2229.36,8.6,306.53,76,72,77,20.92,277,81,269,267,82,71,235,0,129.74,148627648,36721136
11/8/2011 15:33,2266.69,8.52,307.11,76,72,77,21.19,276,81,269,272,82,71,235,0,155.74,148627648,36723852
11/8/2011 15:53,2248.18,8.52,303.33,75,71,77,21.59,276,81,269,272,82,71,235,374.57,0,148633584,36724148
11/8/2011 16:13,2224.9,8.57,292.62,75,71,77,21.94,276,81,269,275,82,71,235,327.75,35.86,148643808,36724148
11/8/2011 16:33,2195.26,8.6,286.89,76,72,77,21.5,276,81,269,275,82,71,235,367.24,0,148654064,36724148
11/8/2011 16:53,2179.53,8.52,287.76,76,72,77,21.59,276,81,269,271,81,71,235,368.4,0,148664368,36724696
11/8/2011 17:13,2205.39,8.55,281.5,76,72,77,21.59,276,80,269,271,82,71,236,0,134.65,148666256,36725208
11/8/2011 17:33,2224.76,8.61,272.78,76,72,77,21.94,276,80,269,271,81,71,235,0,103.46,148666256,36727928
11/8/2011 17:53,2261.96,8.53,273.78,75,71,77,22.12,276,80,268,275,81,70,235,0,165.77,148666256,36730640
11/8/2011 18:13,2253.81,8.53,270.91,75,71,77,22.74,275,80,268,273,81,70,235,397.88,113.31,148670896,36733348
11/8/2011 18:33,2216.59,8.58,263.57,75,71,77,22.39,275,80,269,275,81,70,235,399.61,124.31,148681568,36736016
11/8/2011 18:53,2181.63,8.6,256.56,76,72,77,22.43,276,80,269,275,81,71,235,389.79,0,148691904,36737092
11/8/2011 19:13,2168.88,8.52,260.4,76,73,77,21.85,276,80,269,275,81,70,235,386.71,0,148702112,36737092
11/8/2011 19:33,2174.23,8.54,256.3,76,73,77,21.85,276,80,269,274,81,70,235,0,0,148707184,36737092
11/8/2011 19:53,2193.68,8.6,249.05,76,72,77,22.17,276,80,268,279,81,69,235,0,0,148707184,36737092
11/8/2011 20:13,2230.36,8.52,252.85,76,72,77,22.39,277,80,268,277,81,70,235,0,118.57,148707184,36739100
11/8/2011 20:33,2257.11,8.53,249.1,75,71,77,22.92,276,80,269,279, Invalid,70,235,0,138.76,148707184,36741692
11/8/2011 20:53,2252.19,8.59,242.63,75,71,77,23.59,277,80,269,279,81,70,236,406.55,127.9,148710688,36744276
11/8/2011 21:13,2217.42,8.54,244.2,76,71,77,23.37,277,80,269,278,80,70,235,398.07,124.31,148720848,36746824
11/8/2011 21:33,2201.31,8.48,246.42,76,71,77,22.97,277,80,269,278,80,69,235,383.62,120.16,148731088,36749388
11/8/2011 21:53,2162.72,8.55,239.84,76,72,77,22.79,276,80,269,277,80,69,235,384.97,127.01,148741312,36751944
11/8/2011 22:13,2143.07,8.57,342.18,76,72,77,23.05,276,81,268,276,80,69,235,369.94,0,148751472,36753844
11/8/2011 22:33,2119.49,8.58,685.78,75,71,77,23.01,273,80,268,279,80,69,234,0,0,148760736,36753844
11/8/2011 22:53,2160.66,8.56,466.46,76,73,77,23.32,273,80,268,278,80,69,234,0,0,148760736,36753844
11/8/2011 23:13,2189.38,8.51,393.87,76,72,77,23.68,273,81,268,278,80,70,234,0,0,148760736,36753844
11/8/2011 23:33,2210.94,8.58,360.57,76,72,77,23.85,273,81,268,279,81,70,234,0,0,148760736,36754112
11/8/2011 23:53,2239.59,8.56,347.75,75,71,77,24.17,274,81,267,279,80,69,234,0,0,148760736,36754112
11/9/2011 0:13,2252.16,8.5,346.26,76,71,77,25.99,273,80,267,276,81,69,234,400,0,148762400,36754112
11/9/2011 0:33,2219.95,8.56,333.6,75,71,77,24.57,273,80,267,278,80,69,233,382.08,0,148772656,36754112
11/9/2011 0:53,2188.67,8.59,322.44,76,71,77,24.39,273,80,267,279,80,69,233,377.46,0,148782864,36754112
11/9/2011 1:13,2163.83,8.55,318.36,76,71,77,24.03,273,80,267,275,80,68,233,353.37,0,148793040,36754112
11/9/2011 1:33,2188.22,8.5,319.22,75,71,77,23.94,273,80,267,273,80,68,234,0,0,148796448,36754112
11/9/2011 1:53,2208.39,8.57,308.45,76,73,77,24.66,273,80,267,278,80,68,234,0,0,148796448,36754112
11/9/2011 2:13,2233.09,8.56,304.17,76,71,77,24.97,273,80,268,277,80,68,234,0,0,148796448,36754112
11/9/2011 2:33,2260.8,8.49,305.66,75,71,77,25.5,273,80,267,278,80,68,234,0,0,148796448,36754112
11/9/2011 2:53,2271.42,8.55,296.29,73,69,77,26.03,273,80,268,276,80,68,234,0,139.83,148796448,36754304
11/9/2011 3:13,2240.38,8.59,290.33,71,67,77,26.3,273,80,268,276,80,69,234,404.82,128.77,148801648,36756992
11/9/2011 3:33,2197.87,8.59,284.17,72,67,77,25.9,273,80,268,276,80,69,234,361.46,0,148812080,36758116
11/9/2011 3:53,2165.85,8.54,284.59,72,67,77,25.54,273,80,268,270,80,69,233,364.35,0,148822304,36758116
11/9/2011 4:13,2177.16,8.49,653.52,72,67,77,25.59,271,80,266,270,80,69,233,0,0,148826528,36758116
11/9/2011 4:33,2189.87,8.54,625.36,72,67,77,25.72,270,80,265,271,80,69,233,0,0,148826528,36758116
11/9/2011 4:53,2203.17,8.58,448.5,72,67,77,25.86,271,80,265,275,80,68,233,0,0,148826528,36758116
11/9/2011 5:13,2218.5,8.57,386.35,72,67,77,25.99,271,80,266,271,80,68,233,0,0,148826528,36758116
11/9/2011 5:33,2238.86,8.51,374.52,72,67,77,26.21,271,80,265,275,80,69,233,0,136.65,148826528,36758612
11/9/2011 5:53,2251.97,8.56,355.79,71,67,77,26.83,271,80,266,275,80,69,233,0,124.31,148826528,36761320
11/9/2011 6:13,2240.97,8.58,340.44,70,66,77,27.77,271,80,266,270,80,69,233,408.48,126.9,148828176,36764032
11/9/2011 6:33,2195.56,8.59,329.98,70,65,77,26.7,271,80,266,275,80,69,233,401.35,0,148838800,36766652
11/9/2011 6:53,2147.83,8.59,321.94,69,64,77,26.03,271,80,266,273,79,69,233,391.52,0,148849040,36766652
11/9/2011 7:13,2160.37,8.55,317.21,69,64,77,26.39,271,80,266,273,80,69,233,0,0,148852064,36766652
11/9/2011 7:33,2178.24,8.49,316.51,69,63,77,26.21,272,80,266,273,80,68,233,0,0,148852064,36766652
11/9/2011 7:53,2190.99,8.54,306.74,69,64,77,26.48,272,80,266,275,80,69,234,0,0,148852064,36766652
11/9/2011 8:13,2197.6,8.57,297.98,69,64,77,26.66,271,80,266,273, Invalid,69,233,0,0,148852064,36766652
11/9/2011 8:33,2208.37,8.59,290.99,70,65,77,27.1,271,80,266,275,80,68,233,0,114.73,148852064,36768352
11/9/2011 8:53,2230.03,8.55,290.88,70,65,77,27.5,271,80,266,280,79,69,233,0,126.04,148852064,36771056
11/9/2011 9:13,2200.32,8.51,291.38,69,64,77,27.46,271,80,266,275,104,68,233,394.8,111.2,148857488,36773748
11/9/2011 9:33,2153.15,8.54,284.75,69,63,77,27.15,271,80,266,273,80,68,233,401.35,0,148867872,36774404
11/9/2011 9:53,2110.69,8.55,280.56,68,63,77,26.48,272,80,266,275,79,68,233,361.46,0,148878064,36774404
